date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:00:42	930713/930713	--FM--	200	added ('OK')	application/download		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/prodprebidheader-324151.js.download	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/prodprebidheader-324151.js.download	(from )
17:00:42	364632/364632	--FM--	200	added ('OK')	application/download		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/outstreamv3.js.download	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/outstreamv3.js.download	(from )
17:00:42	37493/37493	--FM--	200	added ('OK')	application/download		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/content14_10_18m.js.download	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/content14_10_18m.js.download	(from )
17:00:42	715647/715647	--FM--	200	added ('OK')	application/download		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/cmTagFEED_MANAGER.js.download	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/cmTagFEED_MANAGER.js.download	(from )
17:00:42	270956/270956	--FM--	200	added ('OK')	application/download		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/ima3.js.download	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/ima3.js.download	(from )
17:00:42	562584/562584	--FM--	200	added ('OK')	application/download		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/OvaMediaPlayer.js.download	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/OvaMediaPlayer.js.download	(from )
17:00:42	235/235	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yq/r/IE9JII6Z1Ys.png	D:/web/Vikramnantha/static.xx.fbcdn.net/rsrc.php/v3/yq/r/IE9JII6Z1Ys.png	(from )
17:00:43	146/146	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2013%20May%202020%2009:00:44%20GMT	http://adgebra.co.in/afph/afph.js?	D:/web/Vikramnantha/adgebra.co.in/afph/afph.ad41d.delayed	(from )
17:00:44	43/43	--FM--	200	added ('OK')	image/gif		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/spacer.gif	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/spacer.gif	(from )
17:00:44	8301/8301	---M--	200	added ('OK')	image/jpeg	etag:%223e6a224a3511f01d6da719fbf1af3640%22	https://i.imgur.com/CxqrHkB.jpg	D:/web/Vikramnantha/i.imgur.com/CxqrHkB.jpg	(from )
17:00:44	2092/2092	---M--	200	added ('OK')	image/png	etag:%22aa054ed0122cca827705fe7f060e4276%22	https://english.cdn.zeenews.com/images/mobilereporter.png	D:/web/Vikramnantha/english.cdn.zeenews.com/images/mobilereporter.png	(from )
17:00:44	3306/3306	---M--	200	added ('OK')	image/png	etag:%221faafe0254653abe5eab5045bb5efe7b%22	https://english.cdn.zeenews.com/desktop/images/zee-sub.png	D:/web/Vikramnantha/english.cdn.zeenews.com/desktop/images/zee-sub.png	(from )
17:00:45	3567/3567	---M--	200	added ('OK')	image/png	etag:%2228e77b9f94abca13193f5cb98c440411%22	https://english.cdn.zeenews.com/desktop/images/taas-sub.png	D:/web/Vikramnantha/english.cdn.zeenews.com/desktop/images/taas-sub.png	(from )
17:00:45	3427/3427	---M--	200	added ('OK')	image/png	etag:%2299090641604790415c1bfdf41f8cf286%22	https://english.cdn.zeenews.com/desktop/images/bangla-sub.png	D:/web/Vikramnantha/english.cdn.zeenews.com/desktop/images/bangla-sub.png	(from )
17:00:45	3323/3323	---M--	200	added ('OK')	image/png	etag:%222528f3f59684c3e5667c8dd30cbaa9e1%22	https://english.cdn.zeenews.com/desktop/images/guj-sub.png	D:/web/Vikramnantha/english.cdn.zeenews.com/desktop/images/guj-sub.png	(from )
17:00:45	1282/1282	---M--	200	added ('OK')	image/jpeg	etag:%22dc2eea2c028cff1f76e5e67031b1218a%22	https://english.cdn.zeenews.com/sites/default/files/styles/zm_98x58/public/default_images/zn-nopic_2.jpg	D:/web/Vikramnantha/english.cdn.zeenews.com/sites/default/files/styles/zm_98x58/public/default_images/zn-nopic_2.jpg	(from )
17:00:46	96217/96217	---M--	200	added ('OK')	image/jpeg	etag:%2210381f48f4ca91d8535a8f5e95679004%22	https://i.imgur.com/PnkItaH.jpg	D:/web/Vikramnantha/i.imgur.com/PnkItaH.jpg	(from )
17:00:47	112456/112456	---M--	200	added ('OK')	image/jpeg	etag:%221cc021d6a6e430fa3b12281650d26b96%22	https://i.imgur.com/3JrAzod.jpg	D:/web/Vikramnantha/i.imgur.com/3JrAzod.jpg	(from )
17:00:49	10842/10842	---M--	200	added ('OK')	image/gif	etag:%229d8dfd9dc101ea46f679b52e50d2c801%22	https://english.cdn.zeenews.com/desktop/corona/images/corometerhdrbg_new.gif	D:/web/Vikramnantha/english.cdn.zeenews.com/desktop/corona/images/corometerhdrbg_new.gif	(from )
17:00:49	757629/757629	---M--	200	added ('OK')	image/jpeg	etag:%22bfcf351de93b03d53395d3c807e87cfa%22	https://i.imgur.com/qiAPT4W.jpg	D:/web/Vikramnantha/i.imgur.com/qiAPT4W.jpg	(from )
17:00:49	1015/1015	---M--	200	added ('OK')	image/png	etag:%2282468c27a7b3af3d7961db476798ca2b%22	https://english.cdn.zeenews.com/desktop/corona/images/selecticon_new.png	D:/web/Vikramnantha/english.cdn.zeenews.com/desktop/corona/images/selecticon_new.png	(from )
17:00:50	576637/576637	---M--	200	added ('OK')	image/png	etag:%22d1f7efd107e41eb76b4c82f4198beac7%22	https://i.imgur.com/clkYpN7.png	D:/web/Vikramnantha/i.imgur.com/clkYpN7.png	(from )
17:00:50	759541/759541	---M--	200	added ('OK')	image/png	etag:%226ff18db65a47169da53dc435ddf64f17%22	https://i.imgur.com/4GaJFG1.png	D:/web/Vikramnantha/i.imgur.com/4GaJFG1.png	(from )
17:00:50	57074/57074	---M--	200	added ('OK')	image/jpeg	etag:%2262da76356679395d623079e578035178%22	https://rtbpass-us.andbeyond.media/religare-300X250.jpg	D:/web/Vikramnantha/rtbpass-us.andbeyond.media/religare-300X250.jpg	(from )
17:00:50	6533/6533	---M--	200	added ('OK')	image/png	etag:%2281f7436b5c3b97170564e530cdcdae19%22	https://english.cdn.zeenews.com/images/logo/zeenewslogo_footer.png	D:/web/Vikramnantha/english.cdn.zeenews.com/images/logo/zeenewslogo_footer.png	(from )
17:00:51	146/146	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2013%20May%202020%2009:00:52%20GMT	http://adgebra.co.in/afpf/afpf.js?	D:/web/Vikramnantha/adgebra.co.in/afpf/afpf.1bd41d.delayed	(from )
17:00:52	3224/3224	---M-Z	200	added ('OK')	application/x-javascript	etag:%225009c16c764856dee6f711993e5ceffe%22	http://connect.facebook.net/en_US/sdk.js	D:/web/Vikramnantha/connect.facebook.net/en_US/sdk.js	(from )
17:00:52	397/397	--FM--	200	added ('OK')	application/download		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/afpf.js.download	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/afpf.js.download	(from )
17:00:52	48977/48977	--FM--	200	added ('OK')	application/download		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/platform.js.download	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/platform.js.download	(from )
17:00:52	98751/98751	---M-Z	200	added ('OK')	application/javascript	etag:%22580310dcde7e145486d79be6e5257680+gzip%22	https://platform.twitter.com/widgets.js	D:/web/Vikramnantha/platform.twitter.com/widgets.js	(from )
17:00:53	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Wed,%2013%20May%202020%2009:00:54%20GMT	http://platform.instagram.com/en_US/embeds.js	D:/web/Vikramnantha/platform.instagram.com/en_US/embeds.1e.delayed	(from )
17:00:53	5492/5492	--FM--	200	added ('OK')	application/download		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/jquery.autopager-1.0.0.js.download	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/jquery.autopager-1.0.0.js.download	(from )
17:00:53	5946/5946	--FM--	200	added ('OK')	application/download		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/stick-n.js.download	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/stick-n.js.download	(from )
17:00:53	246208/246208	--FM--	200	added ('OK')	application/download		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/anvload.js.download	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/anvload.js.download	(from )
17:00:53	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Wed,%2013%20May%202020%2009:00:54%20GMT	https://platform.instagram.com/en_US/embeds.js	D:/web/Vikramnantha/platform.instagram.com/en_US/embeds.1f.delayed	(from )
17:00:54	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2013%20May%202020%2009:00:55%20GMT	https://www.instagram.com/embed.js	D:/web/Vikramnantha/www.instagram.com/embed.20.delayed	(from )
17:00:54	15869/15869	---M-Z	200	added ('OK')	text/javascript	etag:%225dbd6b0d15ed%22	https://www.instagram.com/static/bundles/metro/EmbedSDK.js/5dbd6b0d15ed.js	D:/web/Vikramnantha/www.instagram.com/static/bundles/metro/EmbedSDK.js/5dbd6b0d15ed.js	(from )
17:00:54	3224/3224	---M-Z	200	added ('OK')	application/x-javascript	etag:%2293415d8a4710488bda6465f739d9e4ee%22	http://connect.facebook.net/en_GB/sdk.js	D:/web/Vikramnantha/connect.facebook.net/en_GB/sdk.js	(from )
17:00:54	6522/6522	--FM--	200	added ('OK')	application/download		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/45e029859d5f2f6e53c4fca59d8ecc26e4bdced9.js.download	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/45e029859d5f2f6e53c4fca59d8ecc26e4bdced9.js.download	(from )
17:00:54	129883/129883	--FM--	200	added ('OK')	application/download		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/izooto.js.download	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/izooto.js.download	(from )
17:00:54	127/127	--FM--	200	added ('OK')	application/download		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/zeenews.min.js.download	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/zeenews.min.js.download	(from )
17:00:54	223005/223005	--FM--	200	added ('OK')	application/download		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/MIN-80910.js.download	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/MIN-80910.js.download	(from )
17:00:55	1920/1920	---M--	200	added ('OK')	image/png	etag:%227871873249c0c22435a3fd3f764b4ac4%22	https://english.cdn.zeenews.com/images/shadow-cktcard.png	D:/web/Vikramnantha/english.cdn.zeenews.com/images/shadow-cktcard.png	(from )
17:00:55	1190/1190	--FM--	200	added ('OK')	application/download		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/jquery.ui.touch-punch.min.js.download	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/jquery.ui.touch-punch.min.js.download	(from )
17:00:55	10063/10063	--FM--	200	added ('OK')	application/download		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/highlight.pack.js.download	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/highlight.pack.js.download	(from )
17:00:55	228078/228078	--FM--	200	added ('OK')	application/download		file:///C:/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/jquery-ui.min.js.download	D:/web/Vikramnantha/file/C_/Users/Melvin%20Michael/Pictures/Vikram%20Nantha/Interpol%20issues%20Blue%20Corner%20notice%20against%20fugitive%20godman%20Nithyananda%20_%20India%20News%20_%20Zee%20News_files/jquery-ui.min.js.download	(from )
17:00:55	99714/99714	---MCZ	200	added ('OK')	text/javascript	etag:W/%225ea153c8-18582%22	http://static.criteo.net/js/ld/publishertag.js	D:/web/Vikramnantha/static.criteo.net/js/ld/publishertag.js	(from http://delivery.adrecover.com/39319/adRecover.js?ts=1564116778088)
17:00:56	631/631	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Jul%202016%2020:31:34%20GMT	http://delivery.adrecover.com/block.jpg?ts=	D:/web/Vikramnantha/delivery.adrecover.com/block5615.jpg	(from http://delivery.adrecover.com/39319/adRecover.js?ts=1564116778088)
17:00:56	631/631	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Jul%202016%2019:18:47%20GMT	http://delivery.adrecover.com/allow.jpg?ts=	D:/web/Vikramnantha/delivery.adrecover.com/allow5615.jpg	(from http://delivery.adrecover.com/39319/adRecover.js?ts=1564116778088)
17:01:03	109557/109557	---MC-	200	added ('OK')	text/javascript	date:Wed,%2013%20May%202020%2009:00:57%20GMT	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	D:/web/Vikramnantha/pagead2.googlesyndication.com/pagead/js/f.txt	(from http://delivery.adrecover.com/39319/adRecover.js?ts=1564116778088)
17:01:04	95931/95931	---MC-	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.11.2/jquery.min.js	D:/web/Vikramnantha/ajax.googleapis.com/ajax/libs/jquery/1.11.2/jquery.min.js	(from http://delivery.adrecover.com/39319/adRecover.js?ts=1564116778088)
